family,file,line,cls,why,destination,check,condition,span,deferred
cumulative,_recall_guarded_cumulative_validation_shard.py,754,Test,equality of two derived values,move to pytest over the pure transformation,stage evidence changed its sealed coordinates,tuple((item['evidence_id'] for item in evidence)) != stage.selected_evidence_ids,4,
cumulative,_recall_guarded_cumulative_validation_shard.py,872,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),retrieval question elapsed time must be finite,"isinstance(elapsed, bool) or not isinstance(elapsed, (int, float)) or (not math.isfinite(float(elapsed))) or (float(elapsed) < 0.0)",7,
cumulative,_recall_guarded_cumulative_validation_shard.py,890,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),retrieval question changed its cumulative stages,"not isinstance(stages, list) or tuple((stage.get('stage_id') if isinstance(stage, Mapping) else None for stage in stages)) != STAGE_IDS",5,
cumulative,_recall_guarded_cumulative_validation_shard.py,906,Test,equality of two derived values,move to pytest over the pure transformation,retrieval stage order changed,stage['stage_id'] != expected_stage,2,
cumulative,_recall_guarded_cumulative_validation_shard.py,909,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),retrieval stage receipt is missing,"not isinstance(raw_receipt, Mapping)",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,914,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),retrieval stage evidence must be a list,"not isinstance(evidence, list)",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,918,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),retrieval evidence row must be an object,"not isinstance(evidence_row, Mapping)",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,929,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),retrieval evidence row is incomplete,"any((not isinstance(evidence_row.get(name), str) or not str(evidence_row[name]).strip() for name in ('evidence_id', 'source_id', 'text')))",6,
cumulative,_recall_guarded_cumulative_validation_shard.py,932,Test,equality of two derived values,move to pytest over the pure transformation,retrieval stage evidence coordinates changed,tuple(ids) != typed.selected_evidence_ids,2,
cumulative,_recall_guarded_cumulative_validation_shard.py,934,Behavioral,slice comparison (ordered-prefix nesting),KEEP in-path (recall guard: monotonic nesting),retrieval stages are no longer cumulative,index and tuple(ids[:len(parent_ids)]) != parent_ids,2,
cumulative,_recall_guarded_cumulative_validation_shard.py,944,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),retrieval stage prompt/budget seal changed,identity_sha256(messages) != typed.prompt_messages_sha256 or count_chat_prompt_token_proxy(messages) != typed.prompt_token_proxy or typed.max_prompt_token_proxy,9,
cumulative,_recall_guarded_cumulative_validation_shard.py,952,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),retrieval stage changed its dated question,stage_question != prompt_question or quote_sha256(stage_question) != part['dated_question_sha256'],5,
cumulative,_recall_guarded_cumulative_validation_shard.py,989,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),"retrieval question receipts no longer cross-bind:  ,",failed_bindings,5,
cumulative,_recall_guarded_cumulative_validation_shard.py,1066,Test,message: ownership,move to pytest over the pure transformation,retrieval question belongs to another shard/campaign,"any((part.get(name) != value for name, value in expected.items()))",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,1084,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),"retrieval runtime question binding changed:  ,",failed_runtime_bindings,5,
cumulative,_recall_guarded_cumulative_validation_shard.py,1185,Test,message: ownership,move to pytest over the pure transformation,validation shard retrieval belongs to another campaign,"any((retrieval.get(name) != value for name, value in expected.items()))",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,1190,Test,membership in a literal set (enum),move to pytest over the pure transformation,validation shard has an invalid source-store mode,"retrieval.get('source_store_mode') not in {'verified_cache_hit', 'fresh_or_recovered_atomic_publication'}",5,
cumulative,_recall_guarded_cumulative_validation_shard.py,1195,Test,membership in a literal set (enum),move to pytest over the pure transformation,validation shard has an invalid combined-store mode,"retrieval.get('combined_store_mode') not in {'verified_cache_hit', 'fresh_atomic_build'}",5,
cumulative,_recall_guarded_cumulative_validation_shard.py,1204,Delete/receipt,message: receipt/certification bookkeeping,delete (receipt/certification bookkeeping),validation shard changed its source-store receipt,source_receipt['receipt_sha256'] != retrieval.get('source_store_receipt_sha256'),4,
cumulative,_recall_guarded_cumulative_validation_shard.py,1207,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),validation shard omitted its combined-store receipt,"not isinstance(raw_combined, Mapping)",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,1221,Delete/identity,compares stored digest fields,delete (interior identity cross-check),validation shard store receipts no longer cross-bind,combined.receipt_sha256 != retrieval.get('combined_store_receipt_sha256') or combined.compilation_receipt_sha256 != retrieval.get('compilation_receipt_sha256') ,13,
cumulative,_recall_guarded_cumulative_validation_shard.py,1244,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),validation shard question population is incomplete,"not isinstance(questions, list) or not isinstance(hashes, list) or len(questions) != LOCKED_QUESTIONS_PER_SHARD or (len(hashes) != len(questions))",7,
cumulative,_recall_guarded_cumulative_validation_shard.py,1250,Test,equality of two derived values,move to pytest over the pure transformation,validation shard question-part digests changed,hashes != observed_hashes,2,
cumulative,_recall_guarded_cumulative_validation_shard.py,1256,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),validation shard question must be an object,"not isinstance(question, Mapping)",2,
cumulative,_recall_guarded_cumulative_validation_shard.py,1268,Test,equality of two derived values,move to pytest over the pure transformation,validation shard repeats a question ID,question_id in seen_question_ids,2,
cumulative,recall_guarded_cumulative_1m.py,150,Operational,no condition; operational message,keep in place (OS / TOCTOU / precondition),coverage selector was not bound before retrieval,,1,
cumulative,recall_guarded_cumulative_1m.py,173,Operational,message: operational,keep in place (OS / TOCTOU / precondition),refusing to replace another artifact:  {},path.read_bytes() != payload,2,
cumulative,recall_guarded_cumulative_1m.py,192,Operational,message: operational,keep in place (OS / TOCTOU / precondition),refusing to replace another digest:  {},sidecar.read_bytes() != sidecar_payload,2,
cumulative,recall_guarded_cumulative_1m.py,202,InputValidation,type()/isinstance() check,keep in place (ordinary type/format validation),artifact is not a canonical JSON object:  {},"not isinstance(payload, dict) or raw != _canonical_json_bytes(payload)",2,
cumulative,recall_guarded_cumulative_1m.py,207,InputValidation,message: type/format validation,keep in place (ordinary type/format validation),artifact digest sidecar is missing or invalid:  {},not sidecar.is_file() or sidecar.read_bytes() != expected_sidecar,2,
cumulative,recall_guarded_cumulative_1m.py,213,InputValidation,presence test (no comparison),keep in place (ordinary type/format validation),{}  is missing:  {},not path.is_file(),2,
cumulative,recall_guarded_cumulative_1m.py,216,Test,equality of two derived values,move to pytest over the pure transformation,{}  is not the frozen original ( {}  !=  {} ),observed != expected,4,
cumulative,recall_guarded_cumulative_1m.py,258,Test,equality of two derived values,move to pytest over the pure transformation,original concatenated-memory population changed:  {},observed != expected,4,
cumulative,recall_guarded_cumulative_1m.py,270,Test,len() arity comparison,move to pytest over the pure transformation,population turn provenance is misaligned,len(source_ids) != len(sample.turns) or len(timestamps) != len(sample.turns),2,
cumulative,recall_guarded_cumulative_1m.py,371,Test,equality of two derived values,move to pytest over the pure transformation,compiled source manifest is not the original v3 store,"any((manifest.get(name) != value for name, value in required.items()))",2,
cumulative,recall_guarded_cumulative_1m.py,373,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),compiled source database differs from its receipt,file_sha256(database_path) != ORIGINAL_SOURCE_DATABASE_SHA256,2,
cumulative,recall_guarded_cumulative_1m.py,375,Delete/identity,recomputes a digest and compares to a stored one,delete (interior identity cross-check),compiled source index differs from its receipt,file_sha256(index_path) != ORIGINAL_SOURCE_INDEX_SHA256,2,
